symbol,source,published_at,headline,summary,clean_text,event_type,is_routine,is_potentially_negative,impact_direction,severity_score,confidence_score,flag_reason,parser_version,human_label,human_comment,raw_id
ADANIENT,NSE_CORP_ANN,,Shareholders meeting,"Adani Enterprises Limited has informed the Exchange regarding Proceedings of Court Convened General Meeting held on December 29, 2025","Shareholders meeting Adani Enterprises Limited has informed the Exchange regarding Proceedings of Court Convened General Meeting held on December 29, 2025 https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_29122025125211_aelseintimationonncltmeetingproceedings.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIENT,NSE_CORP_ANN,,Copy of Newspaper Publication,Adani Enterprises Limited has informed the Exchange about Copy of Newspaper Publication regarding First Call Notice.,Copy of Newspaper Publication Adani Enterprises Limited has informed the Exchange about Copy of Newspaper Publication regarding First Call Notice. https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_27122025185242_intimation_newspaperad_call_notice_dispatch_1.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIENT,NSE_CORP_ANN,,Updates,"Adani Enterprises Limited has informed the Exchange regarding 'Intimation Under The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015 As Amended ('SEBI Listing Regulations') In Relation To The Public Issue Of Non-Convertible Debentures'.","Updates Adani Enterprises Limited has informed the Exchange regarding 'Intimation Under The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015 As Amended ('SEBI Listing Regulations') In Relation To The Public Issue Of Non-Convertible Debentures'. https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_24122025143229_stock_exchange_intimation_for_drhp.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIENT,NSE_CORP_ANN,,Credit Rating,Adani Enterprises Limited has informed the Exchange about Credit Rating,Credit Rating Adani Enterprises Limited has informed the Exchange about Credit Rating https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_24122025001626_aelintimationcreditrating23122025.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIGREEN,NSE_CORP_ANN,,General Updates,Adani Green Energy Limited has informed the Exchange about Incorporation of step-down subsidiary company,General Updates Adani Green Energy Limited has informed the Exchange about Incorporation of step-down subsidiary company https://nsearchives.nseindia.com/corporate/adanigreen_26122025184541_letter.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIGREEN,NSE_CORP_ANN,,Trading Window,"Adani Green Energy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Adani Green Energy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/adanigreen_25122025170214_letter.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIGREEN,NSE_CORP_ANN,,General Updates,Adani Green Energy Limited has informed the Exchange about Compliance Certificate of RG II entities,General Updates Adani Green Energy Limited has informed the Exchange about Compliance Certificate of RG II entities https://nsearchives.nseindia.com/corporate/adanigreen_25122025155944_letter_rg_2.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIGREEN,NSE_CORP_ANN,,General Updates,Adani Green Energy Limited has informed the Exchange about Compliance Certificate of RG I entities,General Updates Adani Green Energy Limited has informed the Exchange about Compliance Certificate of RG I entities https://nsearchives.nseindia.com/corporate/adanigreen_25122025155714_letter_rg_1.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ADANIPORTS,NSE_CORP_ANN,,General Updates,Adani Ports and Special Economic Zone Limited has informed the Exchange about General Updates,General Updates Adani Ports and Special Economic Zone Limited has informed the Exchange about General Updates https://nsearchives.nseindia.com/corporate/rkbhagia_23122025160914_seintimation.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ABCAPITAL,NSE_CORP_ANN,,Acquisition,Aditya Birla Capital Limited has informed the Exchange about Acquisition,Acquisition Aditya Birla Capital Limited has informed the Exchange about Acquisition https://nsearchives.nseindia.com/corporate/rsrai_29122025165410_abcl_se_disclosure_abcdl_rights_issue_final_intimation_29_december_2025.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ABCAPITAL,NSE_CORP_ANN,,Allotment of Securities,Aditya Birla Capital Limited has informed the Exchange regarding allotment of Non- Convertible Debentures.,Allotment of Securities Aditya Birla Capital Limited has informed the Exchange regarding allotment of Non- Convertible Debentures. https://nsearchives.nseindia.com/corporate/palavjain_26122025175432_abcl_ncd_allotment__december_26_2025_reg_30.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ABCAPITAL,NSE_CORP_ANN,,Trading Window,"Aditya Birla Capital Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Aditya Birla Capital Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/rsrai_26122025165031_closure_of_trading_window_december_2025signed.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ABCAPITAL,NSE_CORP_ANN,,ESOP/ESOS/ESPS,Aditya Birla Capital Limited has informed the Exchange regarding Allotment of 120054  Shares.,ESOP/ESOS/ESPS Aditya Birla Capital Limited has informed the Exchange regarding Allotment of 120054 Shares. https://nsearchives.nseindia.com/corporate/abcapital_24122025213045_esopse24dec2025.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ALKEM,NSE_CORP_ANN,,Action(s) initiated or orders passed,Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed,Action(s) initiated or orders passed Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed https://nsearchives.nseindia.com/corporate/alkem_29122025150138_reg30regulatoryorder2612025_signed.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ALKEM,NSE_CORP_ANN,,General Updates,Alkem Laboratories Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI LODR Regulations.,General Updates Alkem Laboratories Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI LODR Regulations. https://nsearchives.nseindia.com/corporate/alkem_26122025185749_reg30_enzeneinvestment_26122025_signed.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ALKEM,NSE_CORP_ANN,,Action(s) initiated or orders passed,Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed,Action(s) initiated or orders passed Alkem Laboratories Limited has informed the Exchange about Action(s) initiated or orders passed https://nsearchives.nseindia.com/corporate/alkem_26122025182344_reg30regulatoryorder2412025_signed.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ALKEM,NSE_CORP_ANN,,Trading Window,"Alkem Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Alkem Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/alkem_23122025145342_tradingwindowclosurepdf_signed.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ALKEM,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Alkem Laboratories Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates Alkem Laboratories Limited has informed the Exchange about Schedule of meet https://nsearchives.nseindia.com/corporate/alkem_23122025114400_scheduleofinvestormeet_december_2025_signed.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AMBER,NSE_CORP_ANN,,Trading Window,"Amber Enterprises India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Amber Enterprises India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/amber_29122025175804_se_intimation_trading_window_closure_31122025.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AMBUJACEM,NSE_CORP_ANN,,Trading Window,"Ambuja Cements Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Ambuja Cements Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/ambujacem_27122025122737_acl_closure_of_tw.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AMBUJACEM,NSE_CORP_ANN,,General Updates,Ambuja Cements Limited has informed the Exchange about Capital Market Q&A on - Amalgamation of ACC Limited and Orient Cement Limited with Ambuja Cements Limited,General Updates Ambuja Cements Limited has informed the Exchange about Capital Market Q&A on - Amalgamation of ACC Limited and Orient Cement Limited with Ambuja Cements Limited https://nsearchives.nseindia.com/corporate/ambujacem_22122025210530_ambuja_se_capital_market_qna_final.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
AMBUJACEM,NSE_CORP_ANN,,Press Release,Approval of Scheme of Amalgamation of ACC Limited with Ambuja Cements Limited and Orient Cement Limited with Ambuja Cements Limited,Press Release Approval of Scheme of Amalgamation of ACC Limited with Ambuja Cements Limited and Orient Cement Limited with Ambuja Cements Limited https://nsearchives.nseindia.com/corporate/ambujacem_22122025205313_ambuja_se_media_release_final.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
AMBUJACEM,NSE_CORP_ANN,,Amalgamation/Merger,Approval of Scheme of Amalgamation of ACC Limited with Ambuja Cements Limited and Orient Cement Limited with Ambuja Cements Limited,Amalgamation/Merger Approval of Scheme of Amalgamation of ACC Limited with Ambuja Cements Limited and Orient Cement Limited with Ambuja Cements Limited https://nsearchives.nseindia.com/corporate/ambujacem_22122025204411_acl_outcome_bm_22122025_final.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ANGELONE,NSE_CORP_ANN,,Updates,"Angel One Limited has informed the Exchange regarding ' AngelOne Limited has been awarded ISO 22301:2019 Certification for its Business ContinuityManagement System (BCMS) by Intertek Certification Limited on December 22, 2025'.","Updates Angel One Limited has informed the Exchange regarding ' AngelOne Limited has been awarded ISO 22301:2019 Certification for its Business ContinuityManagement System (BCMS) by Intertek Certification Limited on December 22, 2025'. https://nsearchives.nseindia.com/corporate/angel8896_23122025112224_intimation_receipt_of_iso_certification.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
APOLLOHOSP,NSE_CORP_ANN,,Trading Window,"Apollo Hospitals Enterprise Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Apollo Hospitals Enterprise Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/apollohosp_26122025122923_se_let_closure_trading_window.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
APOLLOHOSP,NSE_CORP_ANN,,General Updates,Apollo Hospitals Enterprise Limited has informed the Exchange about General Updates,General Updates Apollo Hospitals Enterprise Limited has informed the Exchange about General Updates https://nsearchives.nseindia.com/corporate/apollohosp_24122025130730_bse_observation_letter.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
APOLLOHOSP,NSE_CORP_ANN,,General Updates,Apollo Hospitals Enterprise Limited has informed the Exchange about General Updates,General Updates Apollo Hospitals Enterprise Limited has informed the Exchange about General Updates https://nsearchives.nseindia.com/corporate/apollohosp_24122025100948_nse_observation_letter.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASHOKLEY,NSE_CORP_ANN,,Trading Window,"Ashok Leyland Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Ashok Leyland Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/ashokley_26122025144356_72windowclosure_dec2025.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASIANPAINT,NSE_CORP_ANN,,Disclosure under SEBI Takeover Regulations,"Prafullika Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.","Disclosure under SEBI Takeover Regulations Prafullika Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011. https://nsearchives.nseindia.com/corporate/team_sandeshc_29122025102917_prafullika1.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASIANPAINT,NSE_CORP_ANN,,Disclosure under SEBI Takeover Regulations,"Jigish Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.","Disclosure under SEBI Takeover Regulations Jigish Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011. https://nsearchives.nseindia.com/corporate/team_sandeshc_29122025095546_asian.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASIANPAINT,NSE_CORP_ANN,,Disclosure under SEBI Takeover Regulations,"Vishal Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.","Disclosure under SEBI Takeover Regulations Vishal Shailesh Choksi has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011. https://nsearchives.nseindia.com/corporate/team_sandeshc_29122025100227_vishal.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASIANPAINT,NSE_CORP_ANN,,Copy of Newspaper Publication,"This is to inform that SEBI vide it Circular No. SEBI/HO/MIRSD-PoD/P/CIR/2025/97 dated 2nd July 2025, has decided to open a special window for a period of 6 months from 7th July 2025 to 6th January 2026 to facilitate re-lodgment of transfer requests of physical shares of the Company. Pursuant to said Circular, please find attached copies of notice given to the investors of the Company.","Copy of Newspaper Publication This is to inform that SEBI vide it Circular No. SEBI/HO/MIRSD-PoD/P/CIR/2025/97 dated 2nd July 2025, has decided to open a special window for a period of 6 months from 7th July 2025 to 6th January 2026 to facilitate re-lodgment of transfer requests of physical shares of the Company. Pursuant to said Circular, please find attached copies of notice given to the investors of the Company. https://nsearchives.nseindia.com/corporate/asianpaint_23122025202814_seintimationspecialwindowsigned.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
ASTRAL,NSE_CORP_ANN,,Trading Window,"Astral Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Astral Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/astral_26122025174555_trading_window_closure_q3_final.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AUROPHARMA,NSE_CORP_ANN,,General Updates,Aurobindo Pharma Limited has informed the Exchange about General Updates,General Updates Aurobindo Pharma Limited has informed the Exchange about General Updates https://nsearchives.nseindia.com/corporate/auropharma_27122025115727_ltrtosescurateqterminationagmnt27122025.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
AUROPHARMA,NSE_CORP_ANN,,Trading Window,"Aurobindo Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Aurobindo Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/auropharma_24122025115337_ltrtosestradingwindowclosure24122025.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AUROPHARMA,NSE_CORP_ANN,,Acquisition,"Aurobindo Pharma Limited has informed the Exchange about acquisition of additional 20% stake in Luoxin Aurovitas Pharma (Chengdu) Co. Ltd, China, a joint venture company","Acquisition Aurobindo Pharma Limited has informed the Exchange about acquisition of additional 20% stake in Luoxin Aurovitas Pharma (Chengdu) Co. Ltd, China, a joint venture company https://nsearchives.nseindia.com/corporate/auropharma_23122025132653_ltrtosesacquisitionluoxin23122025.pdf",OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
DMART,NSE_CORP_ANN,,Updates,Avenue Supermarts Limited has informed the Exchange regarding Redemption of Commercial Paper (CP).,Updates Avenue Supermarts Limited has informed the Exchange regarding Redemption of Commercial Paper (CP). https://nsearchives.nseindia.com/corporate/dmart_29122025183449_redemptionofcp29122025.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
DMART,NSE_CORP_ANN,,Updates,Avenue Supermarts Limited has informed the Exchange regarding allotment of Commercial Paper of Rs. 200 crores,Updates Avenue Supermarts Limited has informed the Exchange regarding allotment of Commercial Paper of Rs. 200 crores https://nsearchives.nseindia.com/corporate/dmart_26122025164937_cpallotmentintimation26122025.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
DMART,NSE_CORP_ANN,,General Updates,Avenue Supermarts Limited has informed the Exchange about Redemption of Commercial Paper (CP),General Updates Avenue Supermarts Limited has informed the Exchange about Redemption of Commercial Paper (CP) https://nsearchives.nseindia.com/corporate/dmart_24122025174125_redemptionofcp_24122025.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
AXISBANK,NSE_CORP_ANN,,Updates,Axis Bank Limited has informed the Exchange regarding 'Update to the Global Medium Term Notes Programme of the Bank'.,Updates Axis Bank Limited has informed the Exchange regarding 'Update to the Global Medium Term Notes Programme of the Bank'. https://nsearchives.nseindia.com/corporate/axisbank1_26122025183014_seintimationgmtnupdate26122025signed.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
AXISBANK,NSE_CORP_ANN,,ESOP/ESOS/ESPS,Axis Bank Limited has informed the Exchange regarding Allotment of 502455  Shares.,ESOP/ESOS/ESPS Axis Bank Limited has informed the Exchange regarding Allotment of 502455 Shares. https://nsearchives.nseindia.com/corporate/axisbank1_23122025184852_se23122025signed.pdf,OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
AXISBANK,NSE_CORP_ANN,,Trading Window,"Axis Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Axis Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/axisbank1_23122025160738_seintimationtwcq3signed.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
BSE,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from BSE Limited with respect to recent news item captioned BSE shares rise 3.5% as report says stock exchange plans to launch more monthly index option products.  The response from the Company is attached.,News Verification The Exchange has sought clarification from BSE Limited with respect to recent news item captioned BSE shares rise 3.5% as report says stock exchange plans to launch more monthly index option products. The response from the Company is attached. https://nsearchives.nseindia.com/corporate/bse1_23122025105317_nseintimation.pdf,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
BSE,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from BSE Limited with respect to recent news item captioned BSE shares rise 3.5% as report says stock exchange plans to launch more monthly index option products.  The response from the Company is awaited.,News Verification The Exchange has sought clarification from BSE Limited with respect to recent news item captioned BSE shares rise 3.5% as report says stock exchange plans to launch more monthly index option products. The response from the Company is awaited.,OTHER,False,False,NEUTRAL,0.0,0.5,,v3.0,,,
BAJAJ-AUTO,NSE_CORP_ANN,,Trading Window,"Bajaj Auto Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Bajaj Auto Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_29122025205731_se_-_closure_of_trading_window.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
BAJAJ-AUTO,NSE_CORP_ANN,,Action(s) taken or orders passed,Bajaj Auto Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed Bajaj Auto Limited has informed the Exchange about Action(s) taken or orders passed https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_27122025150259_se_intimation_-_gst_order_-_26_dec_25.pdf,OTHER,False,True,WATCH,7.0,0.95,PATTERN_MATCH_gst.*order,v3.0,,,
BAJFINANCE,NSE_CORP_ANN,,Trading Window,"Bajaj Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Bajaj Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/bajfinance_29122025184357_bfl_tradingwindowclosure_dec2025.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
BAJAJFINSV,NSE_CORP_ANN,,Trading Window,"Bajaj Finserv Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","Trading Window Bajaj Finserv Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015 https://nsearchives.nseindia.com/corporate/walimbelk_29122025191712_bfstradingwindowclosure29122025.pdf",OTHER,True,False,NEUTRAL,0.0,0.5,,v3.0,,,
